x,y,z
668844,266.729,0.0117755
668843,266.729,0.0297322
668842,266.729,0.0297322
668841,266.729,0.0488216
668839,266.729,0.0488216
668855,266.836,0.00978343
668855,266.836,0.00978343
668853,266.836,0.0431524
668852,266.836,0.0431524
668851,266.836,0.0107997
668850,266.836,0.0107997
668849,266.836,0.043022
668848,266.836,0.043022
668846,266.836,0.0414035
668845,266.836,0.0414035
668844,266.836,0.0122117
668843,266.836,0.0122117
668842,266.836,0.00581164
668841,266.836,0.00581164
668839,266.836,0.0291352
668855,266.943,0.0291352
668855,266.943,0.00495646
668853,266.943,0.00495646
668852,266.943,0.00495329
668851,266.943,0.00495329
668850,266.943,0.0286377
668849,266.943,0.0286377
668848,266.943,0.0459278
668846,266.943,0.0459278
668845,266.943,0.0148164
668844,266.943,0.0148164
668843,266.943,0.0127262
668842,266.943,0.0127262
668841,266.943,0.0143648
668839,266.943,0.0143648
668855,267.05,0.0139878
668855,267.05,0.0139878
668853,267.05,0.0127232
668852,267.05,0.0127232
668851,267.05,0.0104852
668850,267.05,0.0104852
668849,267.05,0.0135358
668848,267.05,0.0135358
668846,267.05,0.0100386
668845,267.051,0.0100386
668844,267.051,0.0153154
668843,267.051,0.0153154
668842,267.051,0.0322306
668841,267.051,0.0322306
668839,267.051,0.0122073
668855,267.157,0.0122073
668855,267.157,0.0458904
668853,267.157,0.0458904
668852,267.157,0.0153867
668851,267.158,0.0153867
668850,267.158,0.0149339
668849,267.158,0.0149339
668848,267.158,0.0148839
668846,267.158,0.0148839
668845,267.158,0.014287
668844,267.158,0.014287
668843,267.158,0.0143846
668842,267.158,0.0143846
668841,267.158,0.00886995
668839,267.158,0.00886995
668855,267.265,0.0456265
668855,267.265,0.0456265
668853,267.265,0.0188881
668852,267.265,0.0188881
668851,267.265,0.0138497
668850,267.265,0.0138497
668849,267.265,0.0137336
668848,267.265,0.0137336
668846,267.265,0.00594933
668845,267.265,0.00594933
668844,267.265,0.00915093
668843,267.265,0.00915093
668842,267.265,0.0120384
668841,267.265,0.0120384
668839,267.265,0.0126646
668855,267.372,0.0126646
668855,267.372,0.0120312
668853,267.372,0.0120312
668852,267.372,0.0186511
668851,267.372,0.0186511
668850,267.372,0.0130457
668849,267.372,0.0130457
668848,267.372,0.0553249
668846,267.372,0.0553249
668845,267.372,0.0131488
668844,267.372,0.0131488
668843,267.372,0.00935526
668842,267.372,0.00935526
668841,267.372,0.0282426
668839,267.373,0.0282426
668855,267.479,0.0137596
668855,267.479,0.0137596
668853,267.479,0.0463624
668852,267.479,0.0463624
668851,267.479,0.011701
668850,267.479,0.011701
668849,267.479,0.0444177
668848,267.479,0.0444177
668846,267.479,0.0338785
668845,267.48,0.0338785
668844,267.48,0.00470307
668843,267.48,0.00470307
668842,267.48,0.00523168
668841,267.48,0.00523168
668839,267.48,0.0591195
668855,267.586,0.0591195
668855,267.586,0.0114881
668853,267.586,0.0114881
668852,267.586,0.00449875
668851,267.586,0.00449875
668850,267.587,0.0108995
668849,267.587,0.0108995
668848,267.587,0.0156926
668846,267.587,0.0156926
668845,267.587,0.0164559
668844,267.587,0.0164559
668843,267.587,0.0109419
668842,267.587,0.0109419
668841,267.587,0.00920727
668839,267.587,0.00920727
668855,267.694,0.0125052
668855,267.694,0.0125052
668853,267.694,0.0115028
668852,267.694,0.0115028
668851,267.694,0.0120315
668850,267.694,0.0120315
668849,267.694,0.0127119
668848,267.694,0.0127119
668846,267.694,0.0127116
668845,267.694,0.0127116
668844,267.694,0.0429229
668843,267.694,0.0429229
668842,267.694,0.0112198
668841,267.694,0.0112198
668839,267.694,0.00761988
668855,267.801,0.00761988
668855,267.801,0.0129129
668853,267.801,0.0129129
668852,267.801,0.0107822
668851,267.801,0.0107822
668850,267.801,0.0100794
668849,267.801,0.0100794
668848,267.801,0.0180871
668846,267.801,0.0180871
668845,267.801,0.00818037
668844,267.801,0.00818037
668843,267.801,0.0117012
668842,267.801,0.0117012
668841,267.801,0.0502049
668839,267.802,0.0502049
668855,267.908,0.0265898
668855,267.908,0.0265898
668853,267.908,0.0173067
668852,267.908,0.0173067
668851,267.908,0.0117664
668850,267.908,0.0117664
668849,267.908,0.00536952
668848,267.908,0.00536952
668846,267.908,0.0108729
668845,267.908,0.0108729
668844,267.909,0.0128092
668843,267.909,0.0128092
668842,267.909,0.0105678
668841,267.909,0.0105678
668839,267.909,0.0110215
668855,268.012,0.0110215
668855,268.012,0.0125299
668853,268.012,0.0125299
668852,268.012,0.0107034
668851,268.012,0.0107034
668850,268.012,0.012332
668849,268.012,0.012332
668848,268.012,0.0131625
668846,268.012,0.0131625
668845,268.013,0.0108032
668844,268.013,0.0108032
668843,268.013,0.0117924
668842,268.013,0.0117924
668841,268.013,0.0122871
668839,268.013,0.0122871
668855,268.102,0.00442432
668855,268.102,0.00442432
668853,268.103,0.0632383
668852,268.103,0.0632383
668851,268.103,0.0124801
668850,268.103,0.0124801
668849,268.103,0.0123735
668848,268.103,0.0123735
668846,268.103,0.0363512
668845,268.103,0.0363512
668844,268.104,0.0106293
668843,268.104,0.0106293
668842,268.104,0.0131339
668841,268.104,0.0131339
668839,268.104,0.0119008
668839,261.689,0.0119008
668838,261.689,0.0131971
668837,261.689,0.0131971
668836,261.689,0.0111817
668835,261.689,0.0111817
668833,261.689,0.0109773
668832,261.689,0.0109773
668831,261.689,0.00465831
668830,261.689,0.00465831
668829,261.689,0.0127125
668828,261.689,0.0127125
668826,261.689,0.0104469
668825,261.689,0.0104469
668824,261.689,0.0235085
668823,261.689,0.0235085
668822,261.689,0.00404159
668839,261.796,0.00404159
668838,261.796,0.043788
668837,261.796,0.043788
668836,261.796,0.0134281
668835,261.796,0.0134281
668833,261.796,0.010763
668832,261.796,0.010763
668831,261.796,0.00756567
668830,261.796,0.00756567
668829,261.796,0.0250128
668828,261.796,0.0250128
668826,261.796,0.012492
668825,261.796,0.012492
668824,261.797,0.00951287
668823,261.797,0.00951287
668822,261.797,0.011282
668839,261.903,0.011282
668838,261.903,0.0279955
668837,261.903,0.0279955
668836,261.903,0.0116011
668835,261.903,0.0116011
668833,261.903,0.0108308
668832,261.903,0.0108308
668831,261.903,0.0129403
668830,261.904,0.0129403
668829,261.904,0.0143839
668828,261.904,0.0143839
668826,261.904,0.0100355
668825,261.904,0.0100355
668824,261.904,0.00834071
668823,261.904,0.00834071
668822,261.904,0.0123418
668839,262.01,0.0123418
668838,262.01,0.0116725
668837,262.01,0.0116725
668836,262.01,0.0124525
668835,262.011,0.0124525
668833,262.011,0.0082394
668832,262.011,0.0082394
668831,262.011,0.0114262
668830,262.011,0.0114262
668829,262.011,0.00971248
668828,262.011,0.00971248
668826,262.011,0.0132784
668825,262.011,0.0132784
668824,262.011,0.0114371
668823,262.011,0.0114371
668822,262.011,0.0274421
668839,262.118,0.0274421
668838,262.118,0.0221106
668837,262.118,0.0221106
668836,262.118,0.0418459
668835,262.118,0.0418459
668833,262.118,0.0520968
668832,262.118,0.0520968
668831,262.118,0.0158571
668830,262.118,0.0158571
668829,262.118,0.040422
668828,262.118,0.040422
668826,262.118,0.00938116
668825,262.118,0.00938116
668824,262.118,0.00909899
668823,262.118,0.00909899
668822,262.118,0.004102
668839,262.225,0.004102
668838,262.225,0.00944234
668837,262.225,0.00944234
668836,262.225,0.0126929
668835,262.225,0.0126929
668833,262.225,0.0139349
668832,262.225,0.0139349
668831,262.225,0.00473996
668830,262.225,0.00473996
668829,262.225,0.0133198
668828,262.225,0.0133198
668826,262.225,0.0735506
668825,262.225,0.0735506
668824,262.226,0.0180875
668823,262.226,0.0180875
668822,262.226,0.00934337
668839,262.332,0.00934337
668838,262.332,0.00913298
668837,262.332,0.00913298
668836,262.332,0.00954413
668835,262.332,0.00954413
668833,262.332,0.0142247
668832,262.332,0.0142247
668831,262.332,0.00668907
668830,262.332,0.00668907
668829,262.333,0.0167
668828,262.333,0.0167
668826,262.333,0.0143496
668825,262.333,0.0143496
668824,262.333,0.0101821
668823,262.333,0.0101821
668822,262.333,0.0142074
668839,262.439,0.0142074
668838,262.439,0.0563508
668837,262.439,0.0563508
668836,262.439,0.00994498
668835,262.44,0.00994498
668833,262.44,0.00756311
668832,262.44,0.00756311
668831,262.44,0.0572945
668830,262.44,0.0572945
668829,262.44,0.00991972
668828,262.44,0.00991972
668826,262.44,0.0207352
668825,262.44,0.0207352
668824,262.44,0.00410251
668823,262.44,0.00410251
668822,262.44,0.0134406
668839,262.546,0.0134406
668838,262.546,0.0559817
668837,262.546,0.0559817
668836,262.546,0.0144836
668835,262.547,0.0144836
668833,262.547,0.0099178
668832,262.547,0.0099178
668831,262.547,0.00357283
668830,262.547,0.00357283
668829,262.547,0.0396928
668828,262.547,0.0396928
668826,262.547,0.0139621
668825,262.547,0.0139621
668824,262.547,0.00851178
668823,262.547,0.00851178
668822,262.547,0.058291
668839,262.654,0.058291
668838,262.654,0.0103981
668837,262.654,0.0103981
668836,262.654,0.0102247
668835,262.654,0.0102247
668833,262.654,0.0113614
668832,262.654,0.0113614
668831,262.654,0.0581226
668830,262.654,0.0581226
668829,262.654,0.00827339
668828,262.654,0.00827339
668826,262.654,0.0142682
668825,262.654,0.0142682
668824,262.654,0.0156578
668823,262.655,0.0156578
668822,262.655,0.00738812
668839,262.761,0.00738812
668838,262.761,0.0125406
668837,262.761,0.0125406
668836,262.761,0.0103642
668835,262.761,0.0103642
668833,262.761,0.00824469
668832,262.761,0.00824469
668831,262.761,0.00897085
668830,262.761,0.00897085
668829,262.762,0.0108459
668828,262.762,0.0108459
668826,262.762,0.0587114
668825,262.762,0.0587114
668824,262.762,0.0168499
668823,262.762,0.0168499
668822,262.762,0.0138254
668839,262.868,0.0138254
668838,262.868,0.0111731
668837,262.868,0.0111731
668836,262.868,0.0107449
668835,262.868,0.0107449
668833,262.869,0.0193129
668832,262.869,0.0193129
668831,262.869,0.0106428
668830,262.869,0.0106428
668829,262.869,0.0108968
668828,262.869,0.0108968
668826,262.869,0.012681
668825,262.869,0.012681
668824,262.869,0.013137
668823,262.869,0.013137
668822,262.869,0.0142085
668839,262.976,0.0142085
668838,262.976,0.0132454
668837,262.976,0.0132454
668836,262.976,0.0105517
668835,262.976,0.0105517
668833,262.976,0.0586623
668832,262.976,0.0586623
668831,262.976,0.0130561
668830,262.976,0.0130561
668829,262.976,0.0146553
668828,262.976,0.0146553
668826,262.976,0.00372453
668825,262.976,0.00372453
668824,262.976,0.0118562
668823,262.976,0.0118562
668822,262.976,0.0641302
668839,263.083,0.0641302
668838,263.083,0.0373187
668837,263.083,0.0373187
668836,263.083,0.0130085
668835,263.083,0.0130085
668833,263.083,0.0147238
668832,263.083,0.0147238
668831,263.083,0.0565974
668830,263.083,0.0565974
668829,263.083,0.013289
668828,263.083,0.013289
668826,263.083,0.0611563
668825,263.083,0.0611563
668824,263.083,0.0590886
668823,263.084,0.0590886
668822,263.084,0.0183175
668839,263.19,0.0183175
668838,263.19,0.0102049
668837,263.19,0.0102049
668836,263.19,0.0127723
668835,263.19,0.0127723
668833,263.19,0.016423
668832,263.19,0.016423
668831,263.19,0.0559848
668830,263.19,0.0559848
668829,263.19,0.00956069
668828,263.191,0.00956069
668826,263.191,0.0594084
668825,263.191,0.0594084
668824,263.191,0.0257808
668823,263.191,0.0257808
668822,263.191,0.0264609
668839,263.297,0.0264609
668838,263.297,0.0126078
668837,263.297,0.0126078
668836,263.297,0.00402673
668835,263.297,0.00402673
668833,263.298,0.00744807
668832,263.298,0.00744807
668831,263.298,0.017778
668830,263.298,0.017778
668829,263.298,0.017774
668828,263.298,0.017774
668826,263.298,0.055773
668825,263.298,0.055773
668824,263.298,0.00679707
668823,263.298,0.00679707
668822,263.298,0.00858202
668839,263.404,0.00858202
668838,263.405,0.00350441
668837,263.405,0.00350441
668836,263.405,0.00923477
668835,263.405,0.00923477
668833,263.405,0.0350866
668832,263.405,0.0350866
668831,263.405,0.0610834
668830,263.405,0.0610834
668829,263.405,0.0128423
668828,263.405,0.0128423
668826,263.405,0.0666121
668825,263.405,0.0666121
668824,263.405,0.0668565
668823,263.405,0.0668565
668822,263.405,0.00306124
668839,263.512,0.00306124
668838,263.512,0.00730388
668837,263.512,0.00730388
668836,263.512,0.0158761
668835,263.512,0.0158761
668833,263.512,0.00924025
668832,263.512,0.00924025
668831,263.512,0.00731282
668830,263.512,0.00731282
668829,263.512,0.0565182
668828,263.512,0.0565182
668826,263.512,0.0125043
668825,263.512,0.0125043
668824,263.512,0.0588791
668823,263.513,0.0588791
668822,263.513,0.00550725
668839,263.619,0.00550725
668838,263.619,0.0185291
668837,263.619,0.0185291
668836,263.619,0.00628202
668835,263.619,0.00628202
668833,263.619,0.00794906
668832,263.619,0.00794906
668831,263.619,0.0121608
668830,263.619,0.0121608
668829,263.619,0.0715888
668828,263.62,0.0715888
668826,263.62,0.0112356
668825,263.62,0.0112356
668824,263.62,0.00847493
668823,263.62,0.00847493
668822,263.62,0.00786426
668839,263.726,0.00786426
668838,263.726,0.0192621
668837,263.726,0.0192621
668836,263.726,0.070537
668835,263.726,0.070537
668833,263.726,0.00749429
668832,263.727,0.00749429
668831,263.727,0.0317366
668830,263.727,0.0317366
668829,263.727,0.016111
668828,263.727,0.016111
668826,263.727,0.0122155
668825,263.727,0.0122155
668824,263.727,0.0032431
668823,263.727,0.0032431
668822,263.727,0.0146444
668839,263.834,0.0146444
668838,263.834,0.0141721
668837,263.834,0.0141721
668836,263.834,0.0134058
668835,263.834,0.0134058
668833,263.834,0.0144566
668832,263.834,0.0144566
668831,263.834,0.0133031
668830,263.834,0.0133031
668829,263.834,0.0126575
668828,263.834,0.0126575
668826,263.834,0.0585428
668825,263.834,0.0585428
668824,263.834,0.0118474
668823,263.834,0.0118474
668822,263.835,0.0131306
668839,263.94,0.0131306
668838,263.941,0.0257397
668837,263.941,0.0257397
668836,263.941,0.0621545
668835,263.941,0.0621545
668833,263.941,0.0129497
668832,263.941,0.0129497
668831,263.941,0.0134228
668830,263.941,0.0134228
668829,263.941,0.0106817
668828,263.941,0.0106817
668826,263.941,0.00991214
668825,263.941,0.00991214
668824,263.941,0.00547333
668823,263.941,0.00547333
668822,263.941,0.00997853
668839,264.048,0.00997853
668838,264.048,0.00922812
668837,264.048,0.00922812
668836,264.048,0.0131159
668835,264.048,0.0131159
668833,264.048,0.00567133
668832,264.048,0.00567133
668831,264.048,0.0155162
668830,264.048,0.0155162
668829,264.048,0.0105088
668828,264.049,0.0105088
668826,264.049,0.0100145
668825,264.049,0.0100145
668824,264.049,0.00646094
668823,264.049,0.00646094
668822,264.049,0.0123081
668839,264.155,0.0123081
668838,264.155,0.0104905
668837,264.155,0.0104905
668836,264.155,0.029314
668835,264.155,0.029314
668833,264.155,0.0832065
668832,264.156,0.0832065
668831,264.156,0.00706389
668830,264.156,0.00706389
668829,264.156,0.0105227
668828,264.156,0.0105227
668826,264.156,0.00930599
668825,264.156,0.00930599
668824,264.156,0.0594086
668823,264.156,0.0594086
668822,264.156,0.00995434
668839,264.263,0.00995434
668838,264.263,0.0106098
668837,264.263,0.0106098
668836,264.263,0.00752021
668835,264.263,0.00752021
668833,264.263,0.00959075
668832,264.263,0.00959075
668831,264.263,0.00991142
668830,264.263,0.00991142
668829,264.263,0.00884103
668828,264.263,0.00884103
668826,264.263,0.0108917
668825,264.263,0.0108917
668824,264.263,0.00957446
668823,264.263,0.00957446
668822,264.264,0.00926103
668839,264.369,0.00926103
668838,264.369,0.00981601
668837,264.37,0.00981601
668836,264.37,0.00917085
668835,264.37,0.00917085
668833,264.37,0.0102161
668832,264.37,0.0102161
668831,264.37,0.0887975
668830,264.37,0.0887975
668829,264.37,0.00613177
668828,264.37,0.00613177
668826,264.37,0.0612454
668825,264.37,0.0612454
668824,264.37,0.0115136
668823,264.37,0.0115136
668822,264.37,0.00973485
668839,264.477,0.00973485
668838,264.477,0.00283392
668837,264.477,0.00283392
668836,264.477,0.0098358
668835,264.477,0.0098358
668833,264.477,0.010357
668832,264.477,0.010357
668831,264.477,0.00674326
668830,264.477,0.00674326
668829,264.477,0.00980391
668828,264.477,0.00980391
668826,264.477,0.00999204
668825,264.477,0.00999204
668824,264.477,0.0141885
668823,264.477,0.0141885
668822,264.478,0.0115616
668839,264.584,0.0115616
668838,264.584,0.00317604
668837,264.584,0.00317604
668836,264.584,0.0103138
668835,264.584,0.0103138
668833,264.584,0.00246149
668832,264.585,0.00246149
668831,264.585,0.0096081
668830,264.585,0.0096081
668829,264.585,0.0266267
668828,264.585,0.0266267
668826,264.585,0.00882271
668825,264.585,0.00882271
668824,264.585,0.0110718
668823,264.585,0.0110718
668822,264.585,0.0105039
668839,264.691,0.0105039
668838,264.691,0.0112625
668837,264.692,0.0112625
668836,264.692,0.0597364
668835,264.692,0.0597364
668833,264.692,0.0128943
668832,264.692,0.0128943
668831,264.692,0.0113287
668830,264.692,0.0113287
668829,264.692,0.00569297
668828,264.692,0.00569297
668826,264.692,0.0100219
668825,264.692,0.0100219
668824,264.692,0.0100402
668823,264.692,0.0100402
668822,264.692,0.00502674
668839,264.798,0.00502674
668838,264.798,0.0066063
668837,264.799,0.0066063
668836,264.799,0.0048914
668835,264.799,0.0048914
668833,264.799,0.0591764
668832,264.799,0.0591764
668831,264.799,0.0927951
668830,264.799,0.0927951
668829,264.799,0.00611791
668828,264.799,0.00611791
668826,264.799,0.0111309
668825,264.799,0.0111309
668824,264.799,0.00901237
668823,264.799,0.00901237
668822,264.799,0.00819383
668839,264.906,0.00819383
668838,264.906,0.0064171
668837,264.906,0.0064171
668836,264.906,0.0948292
668835,264.906,0.0948292
668833,264.906,0.00958549
668832,264.906,0.00958549
668831,264.906,0.00257651
668830,264.906,0.00257651
668829,264.906,0.0102276
668828,264.906,0.0102276
668826,264.907,0.0100819
668825,264.907,0.0100819
668824,264.907,0.0125194
668823,264.907,0.0125194
668822,264.907,0.0103324
668839,265.013,0.0103324
668838,265.013,0.0126411
668837,265.013,0.0126411
668836,265.013,0.0118206
668835,265.013,0.0118206
668833,265.013,0.0103044
668832,265.013,0.0103044
668831,265.014,0.0103103
668830,265.014,0.0103103
668829,265.014,0.023588
668828,265.014,0.023588
668826,265.014,0.010468
668825,265.014,0.010468
668824,265.014,0.0142786
668823,265.014,0.0142786
668822,265.014,0.0602174
668839,265.12,0.0602174
668838,265.12,0.0101148
668837,265.121,0.0101148
668836,265.121,0.00514112
668835,265.121,0.00514112
668833,265.121,0.0125698
668832,265.121,0.0125698
668831,265.121,0.0107827
668830,265.121,0.0107827
668829,265.121,0.0118407
668828,265.121,0.0118407
668826,265.121,0.00946252
668825,265.121,0.00946252
668824,265.121,0.0126705
668823,265.121,0.0126705
668822,265.121,0.0124191
668839,265.228,0.0124191
668838,265.228,0.0211974
668837,265.228,0.0211974
668836,265.228,0.056766
668835,265.228,0.056766
668833,265.228,0.0637218
668832,265.228,0.0637218
668831,265.228,0.0663526
668830,265.228,0.0663526
668829,265.228,0.0620471
668828,265.228,0.0620471
668826,265.228,0.0119397
668825,265.228,0.0119397
668824,265.228,0.0697759
668823,265.228,0.0697759
668822,265.228,0.0098034
668839,265.335,0.0098034
668838,265.335,0.0573303
668837,265.335,0.0573303
668836,265.335,0.00451893
668835,265.335,0.00451893
668833,265.335,0.00960378
668832,265.335,0.00960378
668831,265.335,0.0102296
668830,265.335,0.0102296
668829,265.335,0.0607251
668828,265.335,0.0607251
668826,265.335,0.0750201
668825,265.336,0.0750201
668824,265.336,0.0593416
668823,265.336,0.0593416
668822,265.336,0.00369088
668839,265.442,0.00369088
668838,265.442,0.0130367
668837,265.442,0.0130367
668836,265.442,0.016614
668835,265.442,0.016614
668833,265.442,0.0537856
668832,265.442,0.0537856
668831,265.443,0.00685977
668830,265.443,0.00685977
668829,265.443,0.00817255
668828,265.443,0.00817255
668826,265.443,0.0102551
668825,265.443,0.0102551
668824,265.443,0.082905
668823,265.443,0.082905
668822,265.443,0.0199682
668839,265.549,0.0199682
668838,265.549,0.0540795
668837,265.549,0.0540795
668836,265.549,0.00491163
668835,265.549,0.00491163
668833,265.549,0.0118083
668832,265.549,0.0118083
668831,265.55,0.0102836
668830,265.55,0.0102836
668829,265.55,0.00817929
668828,265.55,0.00817929
668826,265.55,0.0580415
668825,265.55,0.0580415
668824,265.55,0.0161761
668823,265.55,0.0161761
668822,265.55,0.00440103
668839,265.657,0.00440103
668838,265.657,0.0102271
668837,265.657,0.0102271
668836,265.657,0.0101465
668835,265.657,0.0101465
668833,265.657,0.0070831
668832,265.657,0.0070831
668831,265.657,0.0139149
668830,265.657,0.0139149
668829,265.657,0.0170272
668828,265.657,0.0170272
668826,265.657,0.0140103
668825,265.658,0.0140103
668824,265.658,0.0113605
668823,265.658,0.0113605
668822,265.658,0.0117127
668839,265.764,0.0117127
668838,265.764,0.0501988
668837,265.764,0.0501988
668836,265.764,0.00549668
668835,265.764,0.00549668
668833,265.764,0.00193952
668832,265.764,0.00193952
668831,265.765,0.00497396
668830,265.765,0.00497396
668829,265.765,0.00834634
668828,265.765,0.00834634
668826,265.765,0.0567455
668825,265.765,0.0567455
668824,265.765,0.051238
668823,265.765,0.051238
668822,265.765,0.0103007
668839,265.871,0.0103007
668838,265.871,0.010765
668837,265.871,0.010765
668836,265.871,0.018604
668835,265.871,0.018604
668833,265.871,0.00162784
668832,265.871,0.00162784
668831,265.871,0.0969178
668830,265.871,0.0969178
668829,265.871,0.0465533
668828,265.871,0.0465533
668826,265.871,0.00198287
668825,265.872,0.00198287
668824,265.872,0.0464314
668823,265.872,0.0464314
668822,265.872,0.0235425
668839,265.978,0.0235425
668838,265.978,0.00867376
668837,265.978,0.00867376
668836,265.978,0.0569078
668835,265.978,0.0569078
668833,265.978,0.00717096
668832,265.978,0.00717096
668831,265.978,0.00403251
668830,265.979,0.00403251
668829,265.979,0.0213893
668828,265.979,0.0213893
668826,265.979,0.030384
668825,265.979,0.030384
668824,265.979,0.00885494
668823,265.979,0.00885494
668822,265.979,0.042201
668839,266.086,0.042201
668838,266.086,0.00927451
668837,266.086,0.00927451
668836,266.086,0.00817522
668835,266.086,0.00817522
668833,266.086,0.0152527
668832,266.086,0.0152527
668831,266.086,0.0411297
668830,266.086,0.0411297
668829,266.086,0.00641901
668828,266.086,0.00641901
668826,266.086,0.0372893
668825,266.086,0.0372893
668824,266.086,0.0569244
668823,266.086,0.0569244
668822,266.086,0.0218559
668839,266.193,0.0218559
668838,266.193,0.0777816
668837,266.193,0.0777816
668836,266.193,0.0749718
668835,266.193,0.0749718
668833,266.193,0.0815121
668832,266.193,0.0815121
668831,266.193,0.0719473
668830,266.193,0.0719473
668829,266.193,0.084421
668828,266.193,0.084421
668826,266.193,0.0187197
668825,266.194,0.0187197
668824,266.194,0.00485249
668823,266.194,0.00485249
668822,266.194,0.068808
668839,266.3,0.068808
668838,266.3,0.0062953
668837,266.3,0.0062953
668836,266.3,0.0891053
668835,266.3,0.0891053
668833,266.3,0.00274583
668832,266.3,0.00274583
668831,266.3,0.0368816
668830,266.3,0.0368816
668829,266.3,0.0657018
668828,266.3,0.0657018
668826,266.3,0.0350627
668825,266.301,0.0350627
668824,266.301,0.00539732
668823,266.301,0.00539732
668822,266.301,0.0935345
668839,266.407,0.0935345
668838,266.407,0.0603352
668837,266.407,0.0603352
668836,266.408,0.062291
668835,266.408,0.062291
668833,266.408,0.0187719
668832,266.408,0.0187719
668831,266.408,0.00287087
668830,266.408,0.00287087
668829,266.408,0.00510508
668828,266.408,0.00510508
668826,266.408,0.060313
668825,266.408,0.060313
668824,266.408,0.00728464
668823,266.408,0.00728464
668822,266.408,0.00299828
668839,266.514,0.00299828
668838,266.514,0.00684851
668837,266.514,0.00684851
668836,266.515,0.0526196
668835,266.515,0.0526196
668833,266.515,0.0027901
668832,266.515,0.0027901
668831,266.515,0.00134088
668830,266.515,0.00134088
668829,266.515,0.0153799
668828,266.515,0.0153799
668826,266.515,0.0578511
668825,266.515,0.0578511
668824,266.515,0.0399245
668823,266.515,0.0399245
668822,266.515,0.0297863
668839,266.622,0.0297863
668838,266.622,0.0435261
668837,266.622,0.0435261
668836,266.622,0.0516434
668835,266.622,0.0516434
668833,266.622,0.0275605
668832,266.622,0.0275605
668831,266.622,0.00391765
668830,266.622,0.00391765
668829,266.622,0.0566778
668828,266.622,0.0566778
668826,266.622,0.0478357
668825,266.622,0.0478357
668824,266.623,0.0145144
668823,266.623,0.0145144
668822,266.623,0.0570381
668839,266.729,0.0570381
668838,266.729,0.040472
668837,266.729,0.040472
668836,266.729,0.00250418
668835,266.73,0.00250418
668833,266.73,0.0438565
668832,266.73,0.0438565
668831,266.73,0.00241015
668830,266.73,0.00241015
668829,266.73,0.0515509
668828,266.73,0.0515509
668826,266.73,0.0549742
668825,266.73,0.0549742
668824,266.73,0.0045792
668823,266.73,0.0045792
668822,266.73,0.0297556
668839,266.836,0.0297556
668838,266.836,0.0389972
668837,266.836,0.0389972
668836,266.836,0.0103862
668835,266.837,0.0103862
668833,266.837,0.0478215
668832,266.837,0.0478215
668831,266.837,0.06574
668830,266.837,0.06574
668829,266.837,0.070074
668828,266.837,0.070074
668826,266.837,0.0623371
668825,266.837,0.0623371
668824,266.837,0.0721763
668823,266.837,0.0721763
668822,266.837,0.0753951
668839,266.943,0.0753951
668838,266.943,0.0576722
668837,266.943,0.0576722
668836,266.943,0.0781003
668835,266.944,0.0781003
668833,266.944,0.0519425
668832,266.944,0.0519425
668831,266.944,0.00727526
668830,266.944,0.00727526
668829,266.944,0.0452771
668828,266.944,0.0452771
668826,266.944,0.0831073
668825,266.944,0.0831073
668824,266.944,0.00305587
668823,266.944,0.00305587
668822,266.944,0.048229
668839,267.051,0.048229
668838,267.051,0.0876379
668837,267.051,0.0876379
668836,267.051,0.0328703
668835,267.051,0.0328703
668833,267.051,0.0941879
668832,267.051,0.0941879
668831,267.051,0.0183163
668830,267.051,0.0183163
668829,267.051,0.0444496
668828,267.051,0.0444496
668826,267.051,0.0410565
668825,267.051,0.0410565
668824,267.052,0.00171013
668823,267.052,0.00171013
668822,267.052,0.0416933
668839,267.158,0.0416933
668838,267.158,0.0163516
668837,267.158,0.0163516
668836,267.158,0.100049
668835,267.158,0.100049
668833,267.158,0.00367508
668832,267.158,0.00367508
668831,267.158,0.104953
668830,267.158,0.104953
668829,267.159,0.0383029
668828,267.159,0.0383029
668826,267.159,0.0359036
668825,267.159,0.0359036
668824,267.159,0.0342572
668823,267.159,0.0342572
668822,267.159,0.024041
668839,267.265,0.024041
668838,267.265,0.00281902
668837,267.265,0.00281902
668836,267.265,0.022275
668835,267.266,0.022275
668833,267.266,0.0291652
668832,267.266,0.0291652
668831,267.266,0.00247299
668830,267.266,0.00247299
668829,267.266,0.0292713
668828,267.266,0.0292713
668826,267.266,0.00660735
668825,267.266,0.00660735
668824,267.266,0.0159283
668823,267.266,0.0159283
668822,267.266,0.00166698
668839,267.373,0.00166698
668838,267.373,0.0224409
668837,267.373,0.0224409
668836,267.373,0.0197661
668835,267.373,0.0197661
668833,267.373,0.00140097
668832,267.373,0.00140097
668831,267.373,0.0184927
668830,267.373,0.0184927
668829,267.373,0.0576579
668828,267.373,0.0576579
668826,267.373,0.0621533
668825,267.373,0.0621533
668824,267.373,0.0550508
668823,267.373,0.0550508
668822,267.373,0.0527373
668839,267.48,0.0527373
668838,267.48,0.0669326
668837,267.48,0.0669326
668836,267.48,0.0810176
668835,267.48,0.0810176
668833,267.48,0.0728511
668832,267.48,0.0728511
668831,267.48,0.0524913
668830,267.48,0.0524913
668829,267.48,0.0509283
668828,267.48,0.0509283
668826,267.48,0.0494647
668825,267.48,0.0494647
668824,267.481,0.0466797
668823,267.481,0.0466797
668822,267.481,0.0096705
668839,267.587,0.0096705
668838,267.587,0.0443945
668837,267.587,0.0443945
